Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1994/2/3,59,66,52,0,,
1994/2/4,65,69,61,0,,
1994/2/5,69,78,63,0.01,,
1994/2/6,71,79,67,0,,
1994/2/7,69,73,65,0,,
1994/2/8,66,70,64,0,,
1994/2/9,67,75,61,0,,
1994/2/10,63,69,61,0.01,,
1994/2/11,68,74,62,0.06,,
1994/2/12,60,71,59,0,,
1994/2/13,54,59,52,0.28,,
1994/2/14,58,61,54,0.17,,
1994/2/15,56,61,54,0.16,,
1994/2/16,53,55,52,0.11,,
1994/2/17,52,55,51,0.28,,
1994/2/18,52,54,50,0.5,,
1994/2/19,54,56,53,0.81,,
1994/2/20,58,67,50,0,,
1994/2/21,59,69,49,0,,
1994/2/22,62,66,59,0,,
1994/2/23,69,77,63,0.02,,
1994/2/24,64,76,52,0,,
1994/2/25,50,52,49,0,,
1994/2/26,47,50,46,0,,
1994/2/27,46,48,45,0.39,,
1994/2/28,48,50,46,0.07,,
1994/3/1,50,53,47,0,,
1994/3/2,50,52,47,0.04,,
1994/3/3,54,68,47,0.04,,
1994/3/4,58,68,47,0,,
1994/3/5,64,74,55,0,,
1994/3/6,67,71,64,0,,
1994/3/7,70,75,66,0,,
1994/3/8,72,76,70,0.07,,
1994/3/9,72,77,70,0.02,,
1994/3/10,57,71,56,0.13,,
1994/3/11,62,65,57,0,,
1994/3/12,67,72,63,0,,
1994/3/13,62,70,55,0,,
1994/3/14,52,55,49,0.13,,
1994/3/15,52,55,48,0.07,,
1994/3/16,56,62,52,0,,
1994/3/17,56,62,53,0,,
1994/3/18,56,58,53,0,,
1994/3/19,58,65,53,0.46,,
1994/3/20,60,68,52,0,,
1994/3/21,61,65,59,0.05,,
1994/3/22,61,62,59,0.28,,
1994/3/23,64,73,57,0,,
1994/3/24,65,72,59,0,,
1994/3/25,64,70,59,0.01,,
1994/3/26,67,74,60,0,,
1994/3/27,67,73,61,0,,
1994/3/28,67,73,63,0.01,,
1994/3/29,71,79,65,0,,
1994/3/30,70,74,68,0.3,,
1994/3/31,69,74,65,0.7,,
1994/4/1,69,76,67,0.2,,
1994/4/2,72,80,66,0,,
1994/4/3,74,82,69,0,,
1994/4/4,76,84,70,0,,
1994/4/5,76,84,69,0,,
1994/4/6,77,84,71,0,,
1994/4/7,78,86,72,0,,
1994/4/8,77,84,72,0,,
1994/4/9,77,80,75,0.01,,
1994/4/10,74,76,71,0,,
1994/4/11,75,78,72,0,,
1994/4/12,70,79,63,0.13,,
1994/4/13,64,66,62,0.01,,
1994/4/14,65,67,63,0,,
1994/4/15,67,72,62,0,,
1994/4/16,75,85,68,0,,
1994/4/17,75,81,70,0,,
1994/4/18,79,87,74,0,,
1994/4/19,80,88,75,0,,
1994/4/20,79,89,72,2.15,,
1994/4/21,74,79,72,0.81,,
1994/4/22,78,85,73,0.11,,
1994/4/23,78,85,73,0.13,,
1994/4/24,80,89,74,0.02,,
1994/4/25,83,90,78,0,,
1994/4/26,82,90,76,0.8,,
1994/4/27,80,87,77,0.36,,
1994/4/28,81,89,76,0.01,,
1994/4/29,75,83,72,4.72,,
1994/4/30,80,89,75,0,,
1994/5/1,82,89,76,0,,
1994/5/2,83,89,80,0,,
1994/5/3,80,86,73,1.48,,
1994/5/4,74,82,71,0.34,,
1994/5/5,73,81,66,0,,
1994/5/6,76,80,72,0,,
1994/5/7,77,85,70,0,,
1994/5/8,80,89,71,0,,
1994/5/9,79,85,73,0,,
1994/5/10,81,86,78,0.07,,
1994/5/11,79,86,75,1.98,,
1994/5/12,83,90,78,0.01,,
1994/5/13,84,91,80,0,,
1994/5/14,86,96,80,0,,
1994/5/15,80,89,76,0.06,,
1994/5/16,83,92,77,0,,
1994/5/17,81,89,76,0.46,,
1994/5/18,80,86,76,0,,
1994/5/19,80,87,76,0,,
1994/5/20,81,88,74,0,,
1994/5/21,83,90,78,0,,
1994/5/22,83,91,79,0.19,,
1994/5/23,84,92,79,0.07,,
1994/5/24,85,91,80,0,,
1994/5/25,85,90,81,0,,
1994/5/26,84,92,82,0.12,,
1994/5/27,81,87,78,0.09,,
1994/5/28,77,81,75,0,,
1994/5/29,81,91,76,0,,
1994/5/30,81,87,80,0.04,,
1994/5/31,81,86,77,0,,
1994/6/1,81,84,79,0,,
1994/6/2,81,88,75,0.02,,
1994/6/3,82,90,75,0,,
1994/6/4,82,87,79,0,,
1994/6/5,86,94,78,0,,
1994/6/6,86,94,82,0,,
1994/6/7,81,87,79,0.41,,
1994/6/8,80,86,76,1.05,,
1994/6/9,81,85,77,1.21,,
1994/6/10,79,82,77,0.53,,
1994/6/11,80,82,78,0.33,,
1994/6/12,81,87,80,0.2,,
1994/6/13,81,85,80,0.01,,
1994/6/14,82,85,79,0.14,,
1994/6/15,80,85,78,0.17,,
1994/6/16,83,86,80,0.43,,
1994/6/17,81,89,79,0.83,,
1994/6/18,75,81,74,2.75,,
1994/6/19,74,77,71,2.95,,
1994/6/20,79,87,74,0.79,,
1994/6/21,81,88,77,0,,
1994/6/22,82,89,78,0,,
1994/6/23,85,93,80,0,,
1994/6/24,85,92,79,0,,
1994/6/25,80,86,78,1.06,,
1994/6/26,83,90,79,1.07,,
1994/6/27,84,90,80,0,,
1994/6/28,86,94,81,0,,
1994/6/29,86,94,81,0,,
1994/6/30,87,95,81,0,,
1994/7/1,89,97,82,0,,
1994/7/2,88,98,83,0,,
1994/7/3,88,94,83,0,,
1994/7/4,80,86,77,0.4,,
1994/7/5,77,80,76,3.27,,
1994/7/6,81,87,76,0.87,,
1994/7/7,81,90,78,0.03,,
1994/7/8,81,85,79,0.46,,
1994/7/9,85,94,78,0,,
1994/7/10,88,98,80,0,,
1994/7/11,91,99,85,0,,
1994/7/12,85,94,78,0.9,,
1994/7/13,82,90,79,1.2,,
1994/7/14,83,90,76,0.81,,
1994/7/15,80,87,78,0.05,,
1994/7/16,84,92,79,0,,
1994/7/17,84,89,78,0.59,,
1994/7/18,85,92,79,0,,
1994/7/19,86,93,79,0,,
1994/7/20,85,93,81,0,,
1994/7/21,82,87,79,0.07,,
1994/7/22,79,81,78,1.88,,
1994/7/23,80,85,78,0.54,,
1994/7/24,79,80,77,0.58,,
1994/7/25,81,87,77,0.14,,
1994/7/26,82,90,78,0.06,,
1994/7/27,79,87,76,2.86,,
1994/7/28,83,90,78,0.17,,
1994/7/29,83,88,78,0.03,,
1994/7/30,85,93,78,0,,
1994/7/31,86,92,81,0,,
1994/8/1,87,94,80,0,,
1994/8/2,87,95,81,0.01,,
1994/8/3,87,97,81,0.16,,
1994/8/4,83,93,78,0.39,,
1994/8/5,81,84,78,0.63,,
1994/8/6,81,83,79,0.01,,
1994/8/7,80,84,77,0.56,,
1994/8/8,80,85,77,0.03,,
1994/8/9,82,88,78,0.07,,
1994/8/10,83,90,79,0.07,,
1994/8/11,85,92,80,0.02,,
1994/8/12,85,92,81,0,,
1994/8/13,86,94,81,0.01,,
1994/8/14,82,93,74,2.44,,
1994/8/15,81,87,79,0,,
1994/8/16,79,85,77,3.97,,
1994/8/17,79,83,77,0.28,,
1994/8/18,81,88,76,0,,
1994/8/19,84,90,79,0.04,,
1994/8/20,82,92,78,0.52,,
1994/8/21,83,94,76,0.06,,
1994/8/22,84,93,77,0,,
1994/8/23,84,92,80,0,,
1994/8/24,85,92,81,0,,
1994/8/25,87,95,80,0,,
1994/8/26,83,94,81,0.01,,
1994/8/27,80,89,73,0.7,,
1994/8/28,80,87,78,0.14,,
1994/8/29,83,90,76,0.35,,
1994/8/30,83,91,78,0,,
1994/8/31,82,91,76,1.08,,
1994/9/1,84,94,78,0,,
1994/9/2,86,96,80,0,,
1994/9/3,83,90,80,0.43,,
1994/9/4,85,93,80,0,,
1994/9/5,83,89,80,0.04,,
1994/9/6,83,90,78,0.06,,
1994/9/7,82,88,78,0.31,,
1994/9/8,84,89,80,0,,
1994/9/9,85,94,80,0,,
1994/9/10,86,97,80,0.87,,
1994/9/11,83,93,78,0.4,,
1994/9/12,79,84,75,0.03,,
1994/9/13,79,86,72,0,,
1994/9/14,79,85,76,0,,
1994/9/15,81,88,76,1.85,,
1994/9/16,81,87,77,0,,
1994/9/17,79,85,77,0,,
1994/9/18,74,80,71,0.07,,
1994/9/19,79,86,74,0,,
1994/9/20,82,89,77,0,,
1994/9/21,82,88,78,0.02,,
1994/9/22,84,92,79,0,,
1994/9/23,81,87,77,0,,
1994/9/24,78,82,77,0.03,,
1994/9/25,80,86,75,0,,
1994/9/26,81,87,76,0,,
1994/9/27,78,83,77,0.15,,
1994/9/28,78,85,74,0,,
1994/9/29,80,89,74,0,,
1994/9/30,80,90,72,0,,
1994/10/1,79,88,70,0,,
1994/10/2,78,87,72,0,,
1994/10/3,80,87,73,0,,
1994/10/4,80,88,75,0,,
1994/10/5,78,82,75,0,,
1994/10/6,76,83,71,0.01,,
1994/10/7,78,84,74,0,,
1994/10/8,80,89,73,0,,
1994/10/9,82,90,75,0,,
1994/10/10,82,90,76,0,,
1994/10/11,79,88,74,0,,
1994/10/12,80,89,74,0,,
1994/10/13,81,86,78,0,,
1994/10/14,81,89,76,0,,
1994/10/15,80,88,74,0,,
1994/10/16,82,90,77,0,,
1994/10/17,83,91,77,0,,
1994/10/18,79,85,75,0.53,,
1994/10/19,76,83,70,0,,
1994/10/20,69,76,65,0,,
1994/10/21,65,73,60,0,,
1994/10/22,65,74,58,0,,
1994/10/23,67,77,59,0,,
1994/10/24,69,78,60,0,,
1994/10/25,70,80,61,0,,
1994/10/26,72,81,64,0,,
1994/10/27,72,83,63,0,,
1994/10/28,74,84,65,0,,
1994/10/29,75,84,66,0,,
1994/10/30,71,79,65,0,,
1994/10/31,69,79,62,0,,
1994/11/1,69,80,62,0,,
1994/11/2,71,82,61,0,,
1994/11/3,71,84,61,0,,
1994/11/4,72,83,64,0,,
1994/11/5,72,83,65,0,,
1994/11/6,73,85,65,0,,
1994/11/7,74,86,64,0,,
1994/11/8,71,80,64,0,,
1994/11/9,71,81,63,0,,
1994/11/10,72,83,63,0,,
1994/11/11,73,83,65,0,,
1994/11/12,73,82,65,0,,
1994/11/13,75,83,65,0,,
1994/11/14,78,87,73,0,,
1994/11/15,77,84,71,0,,
1994/11/16,75,84,69,0,,
1994/11/17,73,83,66,0,,
1994/11/18,72,82,64,0,,
1994/11/19,72,81,63,0,,
1994/11/20,72,80,66,0,,
1994/11/21,74,83,67,0,,
1994/11/22,69,78,63,0,,
1994/11/23,67,77,61,0,,
1994/11/24,69,79,63,0,,
1994/11/25,70,80,62,0,,
1994/11/26,72,83,64,0,,
1994/11/27,71,80,66,0,,
1994/11/28,71,75,67,0,,
1994/11/29,74,81,69,0,,
1994/11/30,74,79,71,0,,
1994/12/1,74,80,70,0,,
1994/12/2,71,75,66,0.49,,
1994/12/3,61,66,59,1.81,,
1994/12/4,62,71,58,0,,
1994/12/5,61,71,55,0,,
1994/12/6,65,72,59,0,,
1994/12/7,64,66,61,0.15,,
1994/12/8,65,66,63,0.86,,
1994/12/9,71,78,66,0.33,,
1994/12/10,74,81,70,0,,
1994/12/11,74,76,73,0.03,,
1994/12/12,71,75,63,1.17,,
1994/12/13,58,63,57,0,,
1994/12/14,56,59,53,0,,
1994/12/15,58,65,54,0.12,,
1994/12/16,61,71,55,0,,
1994/12/17,58,62,56,0.21,,
1994/12/18,57,62,54,0,,
1994/12/19,57,64,55,0,,
1994/12/20,57,64,55,0,,
1994/12/21,54,62,49,0,,
1994/12/22,55,66,47,0,,
1994/12/23,60,73,51,0,,
1994/12/24,66,76,61,0.01,,
1994/12/25,64,68,62,0.36,,
1994/12/26,67,72,64,0,,
1994/12/27,65,71,60,0,,
1994/12/28,62,66,60,0,,
1994/12/29,61,67,55,0,,
1994/12/30,63,67,59,0,,
1994/12/31,63,67,60,0,,
1995/1/1,58,64,55,0,,
1995/1/2,58,62,54,0,,
1995/1/3,52,60,47,0.39,,
1995/1/4,51,59,47,0.11,,
1995/1/5,51,61,44,0,,
1995/1/6,53,64,45,0,,
1995/1/7,53,68,44,0,,
1995/1/8,59,73,49,0,,
1995/1/9,62,76,53,0,,
1995/1/10,62,66,58,0,,
1995/1/11,63,71,60,0,,
1995/1/12,53,60,51,0,,
1995/1/13,52,56,49,0,,
1995/1/14,54,56,53,0,,
1995/1/15,55,62,53,0,,
1995/1/16,57,66,51,0,,
1995/1/17,57,68,49,0,,
1995/1/18,60,67,54,0,,
1995/1/19,67,76,61,0,,
1995/1/20,67,75,62,0,,
1995/1/21,67,75,62,0,,
1995/1/22,71,79,67,0,,
1995/1/23,59,73,54,0,,
1995/1/24,51,54,49,0,,
1995/1/25,52,58,49,0,,
1995/1/26,53,54,51,0,,
1995/1/27,49,52,48,0.52,,
1995/1/28,51,56,48,0.13,,
1995/1/29,50,54,48,0,,
1995/1/30,50,53,46,0.1,,
1995/1/31,51,60,45,0.19,,
1995/2/1,54,59,51,0,,
1995/2/2,55,63,51,0,,
1995/2/3,54,57,52,0,,
1995/2/4,54,61,49,0,,
1995/2/5,53,62,48,0,,
1995/2/6,54,65,44,0,,
1995/2/7,56,67,47,0,,
1995/2/8,57,66,52,0,,
1995/2/9,61,73,52,0,,
1995/2/10,63,73,56,0,,
1995/2/11,63,74,55,0,,
1995/2/12,65,76,56,0,,
1995/2/13,65,70,62,0.15,,
1995/2/14,59,64,57,0.61,,
1995/2/15,58,61,54,0.46,,
1995/2/16,57,60,56,0.29,,
1995/2/17,59,62,55,0.01,,
1995/2/18,62,64,60,0.02,,
1995/2/19,60,63,58,0.54,,
1995/2/20,57,58,56,0.04,,
1995/2/21,53,56,53,0.24,,
1995/2/22,52,54,51,0.35,,
1995/2/23,51,53,49,0.02,,
1995/2/24,51,53,50,0.01,,
1995/2/25,52,54,51,0.02,,
1995/2/26,53,58,51,0,,
1995/2/27,56,60,52,0.06,,
1995/2/28,62,72,54,0,,
1995/3/1,57,63,54,0.12,,
1995/3/2,59,62,55,0.81,,
1995/3/3,63,70,59,0.23,,
1995/3/4,61,69,54,0,,
1995/3/5,59,69,51,0,,
1995/3/6,60,65,57,0,,
1995/3/7,63,68,59,0,,
1995/3/8,68,77,63,0,,
1995/3/9,67,71,63,0,,
1995/3/10,68,76,61,0,,
1995/3/11,64,72,62,0.2,,
1995/3/12,58,63,57,0.01,,
1995/3/13,56,59,55,0.13,,
1995/3/14,59,62,56,0.07,,
1995/3/15,65,73,61,0,,
1995/3/16,70,76,67,0.18,,
1995/3/17,64,72,56,1.06,,
1995/3/18,54,58,51,0.02,,
1995/3/19,56,59,51,0.08,,
1995/3/20,60,64,56,0,,
1995/3/21,66,74,60,0,,
1995/3/22,71,80,65,0,,
1995/3/23,70,75,65,0.01,,
1995/3/24,73,78,70,0,,
1995/3/25,62,73,57,0.37,,
1995/3/26,61,70,54,0,,
1995/3/27,60,63,58,0,,
1995/3/28,64,67,61,0,,
1995/3/29,67,71,63,0.01,,
1995/3/30,71,76,68,0.36,,
1995/3/31,65,71,63,0.43,,
1995/4/1,62,64,60,0.25,,
1995/4/2,62,63,61,0.74,,
1995/4/3,62,65,59,0.2,,
1995/4/4,60,63,58,0.16,,
1995/4/5,63,65,60,0.04,,
1995/4/6,66,68,64,0.16,,
1995/4/7,65,69,62,0.2,,
1995/4/8,69,75,64,0.02,,
1995/4/9,72,81,68,1.93,,
1995/4/10,73,83,69,0.25,,
1995/4/11,73,78,70,0,,
1995/4/12,72,74,69,0,,
1995/4/13,72,77,69,0,,
1995/4/14,76,80,74,0,,
1995/4/15,78,83,75,0,,
1995/4/16,79,86,75,0,,
1995/4/17,79,86,75,0,,
1995/4/18,79,85,75,0,,
1995/4/19,75,80,69,1.09,,
1995/4/20,72,78,69,0,,
1995/4/21,75,81,71,0,,
1995/4/22,79,89,74,0,,
1995/4/23,81,88,77,0,,
1995/4/24,80,86,76,0,,
1995/4/25,76,82,73,0.04,,
1995/4/26,76,82,72,0.02,,
1995/4/27,79,86,73,0,,
1995/4/28,79,86,74,0,,
1995/4/29,80,87,74,0,,
1995/4/30,79,85,76,0,,
1995/5/1,81,90,76,0.28,,
1995/5/2,82,90,77,0,,
1995/5/3,79,86,73,2.31,,
1995/5/4,73,77,71,3.91,,
1995/5/5,71,74,68,0,,
1995/5/6,74,83,67,0,,
1995/5/7,76,81,72,0,,
1995/5/8,76,85,71,0,,
1995/5/9,77,83,73,0,,
1995/5/10,79,87,72,0,,
1995/5/11,77,81,72,0,,
1995/5/12,78,83,74,0,,
1995/5/13,79,90,74,0,,
1995/5/14,82,93,76,0,,
1995/5/15,75,85,71,0,,
1995/5/16,67,71,63,0.03,,
1995/5/17,72,78,66,0.17,,
1995/5/18,78,84,74,0,,
1995/5/19,84,92,79,0,,
1995/5/20,85,94,80,0,,
1995/5/21,83,92,74,0.21,,
1995/5/22,72,74,69,0.02,,
1995/5/23,73,78,69,0.04,,
1995/5/24,79,86,74,0,,
1995/5/25,82,91,77,0,,
1995/5/26,86,95,80,0,,
1995/5/27,82,89,75,0.52,,
1995/5/28,84,91,78,0.69,,
1995/5/29,85,93,80,0,,
1995/5/30,87,95,81,0,,
1995/5/31,85,92,80,0,,
1995/6/1,85,93,80,0,,
1995/6/2,84,92,80,0,,
1995/6/3,85,94,80,0.27,,
1995/6/4,85,92,81,0,,
1995/6/5,83,89,78,1.21,,
1995/6/6,83,85,80,0.04,,
1995/6/7,82,86,79,0.01,,
1995/6/8,81,85,80,0.06,,
1995/6/9,81,88,76,0.87,,
1995/6/10,83,91,78,0,,
1995/6/11,80,83,76,0.15,,
1995/6/12,84,92,78,0,,
1995/6/13,84,93,79,0,,
1995/6/14,80,85,78,0.32,,
1995/6/15,83,90,76,1.7,,
1995/6/16,82,88,80,0.51,,
1995/6/17,83,89,77,0.54,,
1995/6/18,81,87,79,0.13,,
1995/6/19,86,94,80,0,,
1995/6/20,87,95,81,0,,
1995/6/21,87,94,82,0,,
1995/6/22,87,94,82,0,,
1995/6/23,87,94,82,0,,
1995/6/24,88,95,82,0,,
1995/6/25,87,94,81,0,,
1995/6/26,87,95,81,0,,
1995/6/27,83,91,76,1.02,,
1995/6/28,80,85,76,0.75,,
1995/6/29,82,88,76,0.69,,
1995/6/30,84,91,78,0.43,,
1995/7/1,83,89,80,0.3,,
1995/7/2,81,90,78,0.61,,
1995/7/3,80,83,78,1.11,,
1995/7/4,81,88,76,0.68,,
1995/7/5,84,92,78,0.09,,
1995/7/6,83,91,75,1.81,,
1995/7/7,84,92,79,0.96,,
1995/7/8,85,93,79,0,,
1995/7/9,84,90,79,0,,
1995/7/10,86,95,81,0,,
1995/7/11,86,94,81,0,,
1995/7/12,81,90,78,0.44,,
1995/7/13,80,86,78,0.1,,
1995/7/14,81,88,78,0,,
1995/7/15,78,85,75,1.28,,
1995/7/16,81,88,76,0.02,,
1995/7/17,85,92,78,0,,
1995/7/18,87,94,80,0,,
1995/7/19,87,96,81,0,,
1995/7/20,87,95,82,0,,
1995/7/21,89,97,82,0,,
1995/7/22,90,98,84,0.26,,
1995/7/23,89,97,83,0,,
1995/7/24,86,93,82,0.16,,
1995/7/25,83,92,78,0.85,,
1995/7/26,80,88,76,1.57,,
1995/7/27,78,81,76,3.05,,
1995/7/28,80,87,76,0.27,,
1995/7/29,86,96,78,0,,
1995/7/30,88,97,82,0.05,,
1995/7/31,85,93,81,0.15,,
1995/8/1,83,92,79,0.34,,
1995/8/2,81,85,77,1.93,,
1995/8/3,78,80,76,1.08,,
1995/8/4,78,81,77,1.09,,
1995/8/5,78,81,76,0.46,,
1995/8/6,78,83,76,0.48,,
1995/8/7,80,86,76,0.16,,
1995/8/8,81,89,76,0.4,,
1995/8/9,83,91,78,0,,
1995/8/10,86,95,79,0,,
1995/8/11,84,93,79,0.21,,
1995/8/12,79,80,77,0.24,,
1995/8/13,80,90,77,0.06,,
1995/8/14,79,87,75,0.54,,
1995/8/15,79,86,75,0.02,,
1995/8/16,81,87,78,0.07,,
1995/8/17,80,88,76,0,,
1995/8/18,83,91,76,0,,
1995/8/19,83,92,79,0.01,,
1995/8/20,84,92,79,0.03,,
1995/8/21,86,94,80,0,,
1995/8/22,87,94,81,0,,
1995/8/23,87,94,82,0,,
1995/8/24,85,95,80,0.18,,
1995/8/25,87,95,81,0,,
1995/8/26,85,94,77,0.66,,
1995/8/27,81,89,76,0.83,,
1995/8/28,81,87,76,0.2,,
1995/8/29,83,89,78,0.93,,
1995/8/30,85,94,77,0,,
1995/8/31,85,93,78,0.76,,
1995/9/1,81,85,77,3.13,,
1995/9/2,82,91,78,0.24,,
1995/9/3,85,93,78,0,,
1995/9/4,86,95,80,0,,
1995/9/5,86,95,81,0,,
1995/9/6,85,92,81,0,,
1995/9/7,84,92,81,0,,
1995/9/8,86,94,80,0,,
1995/9/9,88,96,81,0,,
1995/9/10,86,94,82,0,,
1995/9/11,85,93,80,0,,
1995/9/12,84,92,79,0,,
1995/9/13,85,93,81,0,,
1995/9/14,86,92,81,0,,
1995/9/15,85,91,81,0,,
1995/9/16,84,92,80,0,,
1995/9/17,83,90,77,0,,
1995/9/18,82,89,77,0,,
1995/9/19,80,89,76,0,,
1995/9/20,74,81,70,0.85,,
1995/9/21,77,85,69,0.01,,
1995/9/22,79,88,73,0,,
1995/9/23,80,89,75,0,,
1995/9/24,80,91,72,0,,
1995/9/25,80,87,76,0,,
1995/9/26,82,91,77,0,,
1995/9/27,83,92,77,0,,
1995/9/28,82,91,77,0.5,,
1995/9/29,83,88,78,0,,
1995/9/30,79,86,75,0.84,,
1995/10/1,82,92,76,0,,
1995/10/2,81,87,79,0.06,,
1995/10/3,78,81,74,3.28,,
1995/10/4,81,86,79,0.04,,
1995/10/5,77,85,74,0,,
1995/10/6,70,74,67,1.15,,
1995/10/7,74,83,70,0,,
1995/10/8,77,85,71,0,,
1995/10/9,78,85,73,0,,
1995/10/10,78,87,72,0,,
1995/10/11,79,86,75,0,,
1995/10/12,79,83,76,0.02,,
1995/10/13,78,84,75,0,,
1995/10/14,76,80,74,1.57,,
1995/10/15,72,74,71,0.66,,
1995/10/16,76,83,71,0,,
1995/10/17,77,85,72,0,,
1995/10/18,78,84,73,0,,
1995/10/19,78,86,74,0,,
1995/10/20,79,86,75,0.04,,
1995/10/21,79,85,75,0,,
1995/10/22,78,85,74,0,,
1995/10/23,79,87,74,0,,
1995/10/24,75,80,73,0,,
1995/10/25,72,80,68,0,,
1995/10/26,72,80,67,0,,
1995/10/27,68,75,64,1.48,,
1995/10/28,72,83,64,0,,
1995/10/29,77,86,71,0,,
1995/10/30,76,88,69,0,,
1995/10/31,76,83,73,0,,
1995/11/1,72,79,67,0,,
1995/11/2,70,79,64,0,,
1995/11/3,69,78,63,0,,
1995/11/4,71,79,65,0,,
1995/11/5,69,73,68,0,,
1995/11/6,71,78,68,0,,
1995/11/7,70,74,68,0.05,,
1995/11/8,68,72,66,0,,
1995/11/9,69,80,62,0,,
1995/11/10,73,83,65,0,,
1995/11/11,71,80,62,0,,
1995/11/12,71,80,65,0,,
1995/11/13,72,80,68,0,,
1995/11/14,63,72,61,0.02,,
1995/11/15,61,71,55,0.08,,
1995/11/16,65,74,59,0,,
1995/11/17,67,78,58,0,,
1995/11/18,71,82,64,0,,
1995/11/19,72,79,68,0,,
1995/11/20,67,72,63,0,,
1995/11/21,62,67,58,0,,
1995/11/22,62,68,59,0,,
1995/11/23,63,71,58,0,,
1995/11/24,60,66,54,0,,
1995/11/25,60,71,50,0,,
1995/11/26,62,76,53,0,,
1995/11/27,64,78,57,0,,
1995/11/28,68,72,65,0,,
1995/11/29,68,76,62,0,,
1995/11/30,71,80,67,0,,
1995/12/1,70,77,65,0,,
1995/12/2,67,74,61,0,,
1995/12/3,64,71,60,0,,
1995/12/4,62,68,58,0,,
1995/12/5,61,68,55,0,,
1995/12/6,59,66,54,0,,
1995/12/7,58,68,51,0,,
1995/12/8,57,66,50,0,,
1995/12/9,56,69,49,0,,
1995/12/10,58,73,49,0,,
1995/12/11,61,75,53,0,,
1995/12/12,62,77,54,0,,
1995/12/13,64,75,56,0,,
1995/12/14,66,73,62,0,,
1995/12/15,67,70,66,0,,
1995/12/16,67,69,66,0.04,,
1995/12/17,58,67,53,0.09,,
1995/12/18,53,59,50,0.02,,
1995/12/19,55,63,51,0,,
1995/12/20,57,63,54,0,,
1995/12/21,58,67,51,0,,
1995/12/22,60,69,53,0,,
1995/12/23,62,72,54,0,,
1995/12/24,62,71,55,0,,
1995/12/25,60,66,55,0,,
1995/12/26,56,63,49,0,,
1995/12/27,55,65,48,0,,
1995/12/28,55,64,49,0,,
1995/12/29,56,68,46,0,,
1995/12/30,56,68,50,0,,
1995/12/31,57,71,47,0,,
1996/1/1,53,71,43,0,,
1996/1/2,53,71,44,0,,
1996/1/3,56,74,45,0,,
1996/1/4,56,70,46,0,,
1996/1/5,62,71,53,0,,
1996/1/6,63,69,61,0.57,,
1996/1/7,65,77,57,0,,
1996/1/8,61,66,58,0,,
1996/1/9,52,58,49,0,,
1996/1/10,55,65,50,0,,
1996/1/11,60,70,53,0,,
1996/1/12,61,66,57,0.04,,
1996/1/13,61,67,58,0,,
1996/1/14,61,73,54,0,,
1996/1/15,63,74,57,0,,
1996/1/16,56,61,53,0,,
1996/1/17,63,72,56,0,,
1996/1/18,60,67,53,0,,
1996/1/19,50,54,48,0,,
1996/1/20,54,63,49,0,,
1996/1/21,60,65,57,0,,
1996/1/22,58,64,56,0,,
1996/1/23,56,63,51,0,,
1996/1/24,58,66,52,0,,
1996/1/25,55,59,49,0,,
1996/1/26,49,52,47,0,,
1996/1/27,48,51,45,0,,
1996/1/28,52,59,48,0,,
1996/1/29,52,55,51,0,,
1996/1/30,55,60,51,0,,
1996/1/31,59,67,54,0,,
1996/2/1,57,67,50,0,,
1996/2/2,56,66,48,0,,
1996/2/3,53,66,45,0,,
1996/2/4,55,69,45,0,,
1996/2/5,61,72,54,0,,
1996/2/6,59,72,50,0,,
1996/2/7,57,62,53,0.03,,
1996/2/8,59,66,56,0.07,,
1996/2/9,60,67,55,0,,
1996/2/10,56,68,45,0,,
1996/2/11,54,68,45,0,,
1996/2/12,61,73,54,0,,
1996/2/13,66,75,59,0,,
1996/2/14,68,78,61,0,,
1996/2/15,72,81,65,0,,
1996/2/16,69,74,67,0,,
1996/2/17,62,69,49,0.05,,
1996/2/18,43,49,40,0.11,,
1996/2/19,40,43,39,0.36,,
1996/2/20,39,41,37,0.06,,
1996/2/21,38,40,36,0.41,,
1996/2/22,40,41,38,0.09,,
1996/2/23,40,42,39,0.12,,
1996/2/24,43,47,40,0.2,,
1996/2/25,45,48,43,0.1,,
1996/2/26,46,50,44,0.19,,
1996/2/27,49,52,46,0,,
1996/2/28,51,56,46,0.01,,
1996/2/29,55,58,52,0,,
1996/3/1,60,71,54,0.03,,
1996/3/2,58,72,48,0,,
1996/3/3,60,76,49,0,,
1996/3/4,63,78,51,0,,
1996/3/5,63,77,51,0,,
1996/3/6,66,79,56,0,,
1996/3/7,70,79,62,0,,
1996/3/8,72,82,63,0,,
1996/3/9,58,74,50,0.39,,
1996/3/10,47,50,45,0.35,,
1996/3/11,49,53,47,0,,
1996/3/12,48,50,47,0.97,,
1996/3/13,52,55,49,0.07,,
1996/3/14,63,72,54,0.08,,
1996/3/15,71,76,68,0,,
1996/3/16,73,81,70,0,,
1996/3/17,74,80,72,0,,
1996/3/18,66,75,57,0,,
1996/3/19,57,59,54,0.2,,
1996/3/20,58,59,56,0.09,,
1996/3/21,66,69,58,0.24,,
1996/3/22,58,66,56,0.02,,
1996/3/23,60,66,56,0.03,,
1996/3/24,64,71,60,0,,
1996/3/25,64,70,60,0,,
1996/3/26,61,67,56,0.31,,
